Tanggal;Jam;Jenis;Kategori;Jumlah;Keterangan
19/10/2023;19:15;Pengeluaran;Makan Siang;21869;Makan rutin
19/10/2023;12:45;Pengeluaran;Makan Pagi;23458;Makan rutin
19/10/2023;06:45;Pengeluaran;Rekreasi;139080;Jalan-jalan weekend
20/10/2023;06:30;Pengeluaran;Makan Pagi;24477;Makan rutin
20/10/2023;17:00;Pengeluaran;Makan Pagi;33163;Makan rutin
20/10/2023;11:45;Pengeluaran;Makan Siang;27296;Makan rutin
20/10/2023;18:30;Pengeluaran;Makan Malam;35248;Makan rutin
20/10/2023;09:45;Pengeluaran;Makan Pagi;37141;Makan rutin
20/10/2023;08:00;Pengeluaran;Makan Malam;19027;Makan rutin
21/10/2023;10:30;Pengeluaran;Makan Malam;24196;Makan rutin
21/10/2023;19:00;Pengeluaran;Makan Malam;25541;Makan rutin
21/10/2023;06:15;Pengeluaran;Transportasi Umum;28103;Transportasi alternatif
22/10/2023;11:45;Pengeluaran;Makan Pagi;38830;Makan rutin
22/10/2023;11:15;Pengeluaran;Makan Siang;37772;Makan rutin
22/10/2023;11:30;Pengeluaran;Makan Siang;36227;Makan rutin
22/10/2023;07:30;Pengeluaran;Makan Malam;34802;Makan rutin
23/10/2023;10:15;Pengeluaran;Makan Siang;28264;Makan rutin
23/10/2023;18:15;Pengeluaran;Makan Siang;22295;Makan rutin
23/10/2023;16:15;Pengeluaran;Makan Malam;15338;Makan rutin
23/10/2023;12:00;Pengeluaran;Makan Siang;26127;Makan rutin
23/10/2023;11:00;Pengeluaran;Makan Siang;11171;Makan rutin
24/10/2023;17:15;Pengeluaran;Makan Malam;36155;Makan rutin
24/10/2023;19:00;Pengeluaran;Makan Malam;37084;Makan rutin
24/10/2023;20:00;Pengeluaran;Makan Siang;37933;Makan rutin
25/10/2023;07:30;Pengeluaran;Makan Malam;22246;Makan rutin
25/10/2023;20:15;Pengeluaran;Makan Pagi;37338;Makan rutin
25/10/2023;17:30;Pengeluaran;Makan Malam;37161;Makan rutin
25/10/2023;20:15;Pengeluaran;Makan Pagi;27930;Makan rutin
26/10/2023;12:45;Pengeluaran;Makan Pagi;17747;Makan rutin
26/10/2023;13:15;Pengeluaran;Makan Pagi;21567;Makan rutin
26/10/2023;13:30;Pengeluaran;Makan Malam;27301;Makan rutin
27/10/2023;10:45;Pengeluaran;Makan Malam;7763;Makan rutin
27/10/2023;14:30;Pengeluaran;Makan Malam;23414;Makan rutin
27/10/2023;14:45;Pengeluaran;Makan Siang;26422;Makan rutin
27/10/2023;14:30;Pengeluaran;Makan Siang;16474;Makan rutin
27/10/2023;08:15;Pengeluaran;Bensin;75367;Pengisian bensin mingguan
27/10/2023;16:00;Pengeluaran;Makan Siang;18006;Makan rutin
28/10/2023;13:00;Pengeluaran;Makan Pagi;31650;Makan rutin
28/10/2023;17:15;Pengeluaran;Makan Malam;13163;Makan rutin
28/10/2023;10:15;Pengeluaran;Makan Siang;25720;Makan rutin
29/10/2023;06:30;Pengeluaran;Makan Siang;23538;Makan rutin
29/10/2023;06:00;Pengeluaran;Makan Siang;22609;Makan rutin
29/10/2023;20:00;Pengeluaran;Makan Siang;30879;Makan rutin
29/10/2023;14:00;Pengeluaran;Makan Malam;13756;Makan rutin
29/10/2023;07:30;Pengeluaran;Makan Pagi;23994;Makan rutin
30/10/2023;07:15;Pengeluaran;Makan Malam;10240;Makan rutin
30/10/2023;12:00;Pengeluaran;Makan Siang;29386;Makan rutin
30/10/2023;06:30;Pengeluaran;Makan Pagi;18905;Makan rutin
30/10/2023;11:30;Pengeluaran;Makan Malam;18208;Makan rutin
31/10/2023;18:45;Pengeluaran;Makan Pagi;27878;Makan rutin
31/10/2023;10:15;Pengeluaran;Makan Malam;34119;Makan rutin
31/10/2023;08:45;Pengeluaran;Makan Malam;31227;Makan rutin
31/10/2023;19:00;Pengeluaran;Makan Malam;35609;Makan rutin
31/10/2023;11:00;Pengeluaran;Makan Pagi;16435;Makan rutin
31/10/2023;18:30;Pengeluaran;Makan Siang;30347;Makan rutin
01/11/2023;17:30;Pengeluaran;Makan Siang;25688;Makan rutin
01/11/2023;11:45;Pengeluaran;Makan Pagi;22163;Makan rutin
01/11/2023;13:30;Pengeluaran;Makan Pagi;29098;Makan rutin
01/11/2023;18:45;Pengeluaran;Rekreasi;156484;Jalan-jalan weekend
01/11/2023;10:45;Pengeluaran;Makan Siang;33884;Makan rutin
02/11/2023;16:30;Pengeluaran;Makan Siang;27761;Makan rutin
02/11/2023;15:15;Pengeluaran;Makan Malam;27657;Makan rutin
02/11/2023;12:00;Pengeluaran;Transportasi Umum;31149;Transportasi alternatif
02/11/2023;19:00;Pengeluaran;Makan Malam;37862;Makan rutin
03/11/2023;19:30;Pengeluaran;Makan Siang;28036;Makan rutin
03/11/2023;06:00;Pengeluaran;Makan Siang;19683;Makan rutin
03/11/2023;19:15;Pengeluaran;Makan Malam;32282;Makan rutin
03/11/2023;12:30;Pengeluaran;Makan Pagi;35954;Makan rutin
03/11/2023;15:00;Pengeluaran;Bensin;47568;Pengisian bensin mingguan
04/11/2023;12:15;Pengeluaran;Makan Malam;32205;Makan rutin
04/11/2023;19:30;Pengeluaran;Makan Malam;29134;Makan rutin
04/11/2023;13:45;Pengeluaran;Makan Malam;13250;Makan rutin
04/11/2023;09:45;Pengeluaran;Makan Pagi;19007;Makan rutin
04/11/2023;18:00;Pengeluaran;Makan Pagi;27860;Makan rutin
05/11/2023;20:30;Pengeluaran;Makan Pagi;17106;Makan rutin
05/11/2023;06:30;Pengeluaran;Makan Pagi;22459;Makan rutin
05/11/2023;14:45;Pengeluaran;Bensin;77627;Pengisian bensin mingguan
05/11/2023;15:00;Pengeluaran;Makan Malam;18324;Makan rutin
05/11/2023;06:00;Pengeluaran;Makan Siang;28272;Makan rutin
05/11/2023;20:15;Pengeluaran;Makan Siang;22673;Makan rutin
06/11/2023;11:00;Pengeluaran;Makan Siang;31139;Makan rutin
06/11/2023;20:45;Pengeluaran;Makan Pagi;25773;Makan rutin
06/11/2023;06:00;Pengeluaran;Makan Siang;27516;Makan rutin
06/11/2023;19:15;Pengeluaran;Makan Pagi;28805;Makan rutin
06/11/2023;17:15;Pengeluaran;Makan Malam;24517;Makan rutin
06/11/2023;11:00;Pengeluaran;Makan Pagi;18760;Makan rutin
07/11/2023;07:00;Pengeluaran;Makan Pagi;25739;Makan rutin
07/11/2023;08:00;Pengeluaran;Makan Siang;25481;Makan rutin
07/11/2023;14:15;Pengeluaran;Makan Malam;4369;Makan rutin
07/11/2023;12:45;Pengeluaran;Makan Malam;34479;Makan rutin
07/11/2023;14:45;Pengeluaran;Makan Siang;10111;Makan rutin
07/11/2023;19:30;Pengeluaran;Bensin;57681;Pengisian bensin mingguan
08/11/2023;11:30;Pengeluaran;Makan Malam;28770;Makan rutin
08/11/2023;15:00;Pengeluaran;Makan Pagi;31319;Makan rutin
08/11/2023;19:00;Pengeluaran;Makan Malam;26245;Makan rutin
08/11/2023;06:30;Pengeluaran;Makan Pagi;35049;Makan rutin
08/11/2023;07:15;Pengeluaran;Makan Malam;25732;Makan rutin
08/11/2023;07:00;Pengeluaran;Makan Siang;34951;Makan rutin
09/11/2023;11:15;Pengeluaran;Makan Siang;18128;Makan rutin
09/11/2023;06:00;Pengeluaran;Makan Malam;24075;Makan rutin
09/11/2023;14:30;Pengeluaran;Makan Malam;37197;Makan rutin
09/11/2023;15:00;Pengeluaran;Makan Malam;48863;Makan rutin
10/11/2023;20:45;Pengeluaran;Makan Siang;17786;Makan rutin
10/11/2023;19:15;Pengeluaran;Makan Pagi;19620;Makan rutin
10/11/2023;17:15;Pengeluaran;Makan Pagi;37163;Makan rutin
11/11/2023;20:45;Pengeluaran;Makan Pagi;21306;Makan rutin
11/11/2023;18:00;Pengeluaran;Makan Malam;11289;Makan rutin
11/11/2023;14:15;Pengeluaran;Makan Malam;23845;Makan rutin
11/11/2023;20:00;Pengeluaran;Makan Siang;29995;Makan rutin
11/11/2023;18:15;Pengeluaran;Makan Siang;30542;Makan rutin
11/11/2023;19:15;Pengeluaran;Makan Malam;39162;Makan rutin
12/11/2023;11:00;Pengeluaran;Makan Malam;25461;Makan rutin
12/11/2023;20:00;Pengeluaran;Makan Malam;28218;Makan rutin
12/11/2023;15:45;Pengeluaran;Makan Siang;25709;Makan rutin
13/11/2023;06:45;Pengeluaran;Makan Malam;7606;Makan rutin
13/11/2023;14:45;Pengeluaran;Makan Malam;20874;Makan rutin
13/11/2023;19:45;Pengeluaran;Makan Pagi;5160;Makan rutin
13/11/2023;11:15;Pengeluaran;Makan Pagi;25737;Makan rutin
14/11/2023;08:00;Pengeluaran;Makan Malam;31804;Makan rutin
14/11/2023;07:00;Pengeluaran;Makan Pagi;22299;Makan rutin
14/11/2023;06:45;Pengeluaran;Makan Pagi;26402;Makan rutin
15/11/2023;15:30;Pengeluaran;Transportasi Umum;13031;Transportasi alternatif
15/11/2023;09:00;Pengeluaran;Makan Siang;18978;Makan rutin
15/11/2023;10:30;Pengeluaran;Makan Pagi;22760;Makan rutin
15/11/2023;09:45;Pengeluaran;Makan Malam;8089;Makan rutin
16/11/2023;09:00;Pengeluaran;Makan Pagi;15715;Makan rutin
16/11/2023;09:45;Pengeluaran;Transportasi Umum;13821;Transportasi alternatif
16/11/2023;16:15;Pengeluaran;Makan Pagi;38466;Makan rutin
17/11/2023;20:45;Pengeluaran;Makan Pagi;31422;Makan rutin
17/11/2023;15:45;Pengeluaran;Makan Pagi;19778;Makan rutin
17/11/2023;15:30;Pengeluaran;Makan Malam;37502;Makan rutin
17/11/2023;06:45;Pengeluaran;Makan Pagi;26493;Makan rutin
18/11/2023;18:30;Pengeluaran;Makan Malam;37239;Makan rutin
18/11/2023;19:00;Pengeluaran;Makan Pagi;31099;Makan rutin
18/11/2023;16:45;Pengeluaran;Makan Pagi;35671;Makan rutin
18/11/2023;13:15;Pengeluaran;Makan Siang;24506;Makan rutin
19/11/2023;08:15;Pengeluaran;Makan Pagi;7441;Makan rutin
19/11/2023;20:30;Pengeluaran;Makan Siang;37037;Makan rutin
19/11/2023;15:30;Pengeluaran;Makan Malam;30904;Makan rutin
20/11/2023;19:45;Pengeluaran;Makan Malam;21881;Makan rutin
20/11/2023;19:45;Pengeluaran;Makan Malam;18979;Makan rutin
20/11/2023;20:45;Pengeluaran;Bensin;57887;Pengisian bensin mingguan
21/11/2023;16:45;Pengeluaran;Makan Siang;21984;Makan rutin
21/11/2023;15:30;Pengeluaran;Listrik Kos;207981;Tagihan listrik kos
21/11/2023;13:15;Pengeluaran;Makan Malam;21824;Makan rutin
21/11/2023;14:45;Pengeluaran;Listrik Kos;185042;Tagihan listrik kos
22/11/2023;09:45;Pengeluaran;Transportasi Umum;28048;Transportasi alternatif
22/11/2023;10:15;Pengeluaran;Makan Pagi;43302;Makan rutin
22/11/2023;19:15;Pengeluaran;Makan Malam;29688;Makan rutin
23/11/2023;10:45;Pengeluaran;Transportasi Umum;24865;Transportasi alternatif
23/11/2023;07:15;Pengeluaran;Makan Pagi;38458;Makan rutin
23/11/2023;15:00;Pengeluaran;Makan Pagi;30368;Makan rutin
23/11/2023;09:30;Pengeluaran;Makan Malam;36157;Makan rutin
23/11/2023;07:00;Pengeluaran;Bensin;41587;Pengisian bensin mingguan
23/11/2023;15:45;Pengeluaran;Makan Pagi;37497;Makan rutin
24/11/2023;14:15;Pengeluaran;Makan Siang;36065;Makan rutin
24/11/2023;09:45;Pengeluaran;Makan Malam;28783;Makan rutin
24/11/2023;19:45;Pengeluaran;Transportasi Umum;36385;Transportasi alternatif
24/11/2023;12:30;Pengeluaran;Makan Siang;11949;Makan rutin
24/11/2023;15:15;Pengeluaran;Makan Malam;25778;Makan rutin
25/11/2023;17:00;Pengeluaran;Makan Siang;12684;Makan rutin
25/11/2023;20:30;Pengeluaran;Makan Pagi;27583;Makan rutin
25/11/2023;09:00;Pengeluaran;Makan Siang;48733;Makan rutin
25/11/2023;13:45;Pengeluaran;Makan Siang;24193;Makan rutin
26/11/2023;11:00;Pengeluaran;Makan Siang;3234;Makan rutin
26/11/2023;20:45;Pengeluaran;Bensin;53992;Pengisian bensin mingguan
26/11/2023;12:15;Pengeluaran;Makan Malam;27254;Makan rutin
27/11/2023;14:45;Pengeluaran;Makan Malam;42008;Makan rutin
27/11/2023;20:30;Pengeluaran;Makan Siang;28357;Makan rutin
27/11/2023;11:45;Pengeluaran;Makan Malam;8449;Makan rutin
28/11/2023;06:15;Pengeluaran;Makan Siang;33686;Makan rutin
28/11/2023;17:45;Pengeluaran;Makan Siang;32775;Makan rutin
28/11/2023;11:30;Pengeluaran;Bensin;59682;Pengisian bensin mingguan
28/11/2023;06:30;Pengeluaran;Makan Pagi;27588;Makan rutin
29/11/2023;07:45;Pengeluaran;Makan Siang;20911;Makan rutin
29/11/2023;12:15;Pengeluaran;Transportasi Umum;34081;Transportasi alternatif
29/11/2023;18:45;Pengeluaran;Makan Malam;34897;Makan rutin
30/11/2023;09:45;Pengeluaran;Listrik Kos;197791;Tagihan listrik kos
30/11/2023;06:15;Pengeluaran;Makan Malam;23758;Makan rutin
30/11/2023;11:15;Pengeluaran;Makan Pagi;29799;Makan rutin
30/11/2023;06:30;Pengeluaran;Makan Siang;24924;Makan rutin
30/11/2023;13:30;Pengeluaran;Makan Malam;22165;Makan rutin
01/12/2023;17:45;Pengeluaran;Makan Pagi;26134;Makan rutin
01/12/2023;12:15;Pengeluaran;Makan Malam;25836;Makan rutin
01/12/2023;13:30;Pengeluaran;Makan Pagi;24463;Makan rutin
01/12/2023;13:45;Pengeluaran;Makan Malam;16236;Makan rutin
02/12/2023;07:45;Pengeluaran;Makan Pagi;32116;Makan rutin
02/12/2023;07:30;Pengeluaran;Makan Malam;35473;Makan rutin
02/12/2023;14:45;Pengeluaran;Bensin;74551;Pengisian bensin mingguan
02/12/2023;19:30;Pengeluaran;Makan Pagi;35282;Makan rutin
02/12/2023;13:45;Pengeluaran;Makan Siang;24192;Makan rutin
02/12/2023;16:00;Pengeluaran;Makan Pagi;36478;Makan rutin
03/12/2023;14:30;Pengeluaran;Makan Malam;18960;Makan rutin
03/12/2023;07:00;Pengeluaran;Makan Pagi;27577;Makan rutin
03/12/2023;14:00;Pengeluaran;Makan Malam;21068;Makan rutin
03/12/2023;12:30;Pengeluaran;Makan Siang;20498;Makan rutin
04/12/2023;16:15;Pengeluaran;Makan Pagi;34103;Makan rutin
04/12/2023;12:00;Pengeluaran;Makan Pagi;15464;Makan rutin
04/12/2023;14:00;Pengeluaran;Makan Siang;33858;Makan rutin
04/12/2023;16:45;Pengeluaran;Makan Pagi;13007;Makan rutin
04/12/2023;06:45;Pengeluaran;Makan Malam;32624;Makan rutin
05/12/2023;20:15;Pengeluaran;Makan Siang;15773;Makan rutin
05/12/2023;15:30;Pengeluaran;Makan Malam;31467;Makan rutin
05/12/2023;06:00;Pengeluaran;Makan Siang;17923;Makan rutin
05/12/2023;15:45;Pengeluaran;Makan Malam;28261;Makan rutin
06/12/2023;19:45;Pengeluaran;Belanja Bulanan;561943;Belanja kebutuhan bulanan
06/12/2023;18:00;Pengeluaran;Makan Pagi;27793;Makan rutin
06/12/2023;09:45;Pengeluaran;Makan Siang;28994;Makan rutin
06/12/2023;12:15;Pengeluaran;Makan Pagi;33634;Makan rutin
06/12/2023;16:00;Pengeluaran;Makan Malam;18231;Makan rutin
06/12/2023;18:15;Pengeluaran;Makan Pagi;24031;Makan rutin
07/12/2023;13:45;Pengeluaran;Makan Pagi;27462;Makan rutin
07/12/2023;17:00;Pengeluaran;Makan Pagi;6370;Makan rutin
07/12/2023;07:00;Pengeluaran;Makan Siang;26146;Makan rutin
07/12/2023;17:00;Pengeluaran;Makan Malam;31512;Makan rutin
07/12/2023;11:45;Pengeluaran;Makan Siang;31504;Makan rutin
08/12/2023;06:15;Pengeluaran;Makan Malam;29047;Makan rutin
08/12/2023;16:45;Pengeluaran;Makan Malam;10747;Makan rutin
08/12/2023;11:00;Pengeluaran;Makan Malam;34467;Makan rutin
08/12/2023;08:00;Pengeluaran;Makan Pagi;21864;Makan rutin
08/12/2023;19:30;Pengeluaran;Makan Pagi;7520;Makan rutin
08/12/2023;11:30;Pengeluaran;Makan Malam;31578;Makan rutin
09/12/2023;09:15;Pengeluaran;Makan Malam;28359;Makan rutin
09/12/2023;17:00;Pengeluaran;Makan Malam;35847;Makan rutin
09/12/2023;18:30;Pengeluaran;Makan Malam;29928;Makan rutin
09/12/2023;11:00;Pengeluaran;Makan Malam;15258;Makan rutin
09/12/2023;10:00;Pengeluaran;Makan Siang;20692;Makan rutin
10/12/2023;06:15;Pengeluaran;Makan Siang;15759;Makan rutin
10/12/2023;06:30;Pengeluaran;Makan Malam;23815;Makan rutin
10/12/2023;11:00;Pengeluaran;Makan Pagi;32561;Makan rutin
11/12/2023;13:30;Pengeluaran;Makan Malam;26101;Makan rutin
11/12/2023;15:00;Pengeluaran;Makan Siang;22234;Makan rutin
11/12/2023;20:15;Pengeluaran;Makan Siang;14578;Makan rutin
11/12/2023;16:00;Pengeluaran;Makan Pagi;29014;Makan rutin
12/12/2023;10:15;Pengeluaran;Makan Siang;11716;Makan rutin
12/12/2023;13:45;Pengeluaran;Makan Malam;28749;Makan rutin
12/12/2023;09:00;Pengeluaran;Makan Pagi;29280;Makan rutin
13/12/2023;16:15;Pengeluaran;Makan Siang;39900;Makan rutin
13/12/2023;19:30;Pengeluaran;Makan Pagi;5789;Makan rutin
13/12/2023;19:15;Pengeluaran;Rekreasi;121441;Jalan-jalan weekend
14/12/2023;06:30;Pengeluaran;Makan Pagi;10366;Makan rutin
14/12/2023;07:00;Pengeluaran;Bensin;83645;Pengisian bensin mingguan
14/12/2023;10:30;Pengeluaran;Makan Pagi;12252;Makan rutin
14/12/2023;15:15;Pengeluaran;Makan Pagi;21970;Makan rutin
15/12/2023;06:45;Pengeluaran;Makan Malam;33297;Makan rutin
15/12/2023;18:45;Pengeluaran;Makan Pagi;23766;Makan rutin
15/12/2023;06:15;Pengeluaran;Makan Pagi;35342;Makan rutin
15/12/2023;06:00;Pengeluaran;Bensin;84883;Pengisian bensin mingguan
15/12/2023;06:00;Pengeluaran;Makan Siang;26590;Makan rutin
15/12/2023;09:15;Pengeluaran;Makan Siang;33759;Makan rutin
16/12/2023;07:45;Pengeluaran;Makan Pagi;20884;Makan rutin
16/12/2023;10:15;Pengeluaran;Makan Siang;31159;Makan rutin
16/12/2023;09:00;Pengeluaran;Makan Pagi;22051;Makan rutin
16/12/2023;18:30;Pengeluaran;Makan Malam;30962;Makan rutin
17/12/2023;14:15;Pengeluaran;Makan Pagi;33052;Makan rutin
17/12/2023;11:00;Pengeluaran;Makan Siang;33734;Makan rutin
17/12/2023;16:00;Pengeluaran;Makan Siang;21955;Makan rutin
18/12/2023;19:45;Pengeluaran;Makan Pagi;31630;Makan rutin
18/12/2023;10:45;Pengeluaran;Transportasi Umum;35613;Transportasi alternatif
18/12/2023;18:30;Pengeluaran;Makan Malam;29014;Makan rutin
18/12/2023;19:00;Pengeluaran;Makan Malam;20686;Makan rutin
18/12/2023;07:30;Pengeluaran;Makan Siang;9199;Makan rutin
19/12/2023;11:45;Pengeluaran;Makan Malam;21046;Makan rutin
19/12/2023;19:00;Pengeluaran;Makan Pagi;24918;Makan rutin
19/12/2023;12:45;Pengeluaran;Makan Siang;37622;Makan rutin
19/12/2023;06:30;Pengeluaran;Makan Pagi;25282;Makan rutin
19/12/2023;14:00;Pengeluaran;Makan Pagi;22495;Makan rutin
19/12/2023;17:15;Pengeluaran;Makan Siang;12879;Makan rutin
20/12/2023;13:00;Pengeluaran;Makan Malam;30553;Makan rutin
20/12/2023;14:45;Pengeluaran;Makan Malam;37774;Makan rutin
20/12/2023;13:45;Pengeluaran;Makan Malam;10316;Makan rutin
21/12/2023;08:15;Pengeluaran;Makan Malam;35112;Makan rutin
21/12/2023;13:15;Pengeluaran;Makan Pagi;37394;Makan rutin
21/12/2023;20:30;Pengeluaran;Makan Pagi;23953;Makan rutin
21/12/2023;11:15;Pengeluaran;Makan Malam;38847;Makan rutin
22/12/2023;08:00;Pengeluaran;Makan Malam;28219;Makan rutin
22/12/2023;18:15;Pengeluaran;Bensin;51318;Pengisian bensin mingguan
22/12/2023;13:45;Pengeluaran;Makan Siang;19911;Makan rutin
22/12/2023;20:45;Pengeluaran;Makan Pagi;27895;Makan rutin
22/12/2023;08:45;Pengeluaran;Makan Malam;22310;Makan rutin
22/12/2023;10:45;Pengeluaran;Makan Siang;36197;Makan rutin
23/12/2023;06:15;Pengeluaran;Makan Siang;27604;Makan rutin
23/12/2023;12:15;Pengeluaran;Makan Pagi;16866;Makan rutin
23/12/2023;12:00;Pengeluaran;Listrik Kos;223436;Tagihan listrik kos
24/12/2023;18:00;Pengeluaran;Makan Siang;24106;Makan rutin
24/12/2023;19:00;Pengeluaran;Makan Malam;19095;Makan rutin
24/12/2023;13:15;Pengeluaran;Makan Pagi;32000;Makan rutin
24/12/2023;11:45;Pengeluaran;Transportasi Umum;24970;Transportasi alternatif
24/12/2023;20:45;Pengeluaran;Listrik Kos;229544;Tagihan listrik kos
25/12/2023;10:45;Pengeluaran;Makan Pagi;39229;Makan rutin
25/12/2023;17:15;Pengeluaran;Bensin;69127;Pengisian bensin mingguan
25/12/2023;18:30;Pengeluaran;Makan Siang;18180;Makan rutin
26/12/2023;17:00;Pengeluaran;Makan Malam;30104;Makan rutin
26/12/2023;08:45;Pengeluaran;Makan Malam;17948;Makan rutin
26/12/2023;13:00;Pengeluaran;Makan Siang;37251;Makan rutin
27/12/2023;06:00;Pengeluaran;Rekreasi;271827;Jalan-jalan weekend
27/12/2023;09:30;Pengeluaran;Makan Malam;25907;Makan rutin
27/12/2023;07:00;Pengeluaran;Belanja Bulanan;546283;Belanja kebutuhan bulanan
28/12/2023;09:00;Pengeluaran;Makan Malam;13605;Makan rutin
28/12/2023;07:00;Pengeluaran;Makan Malam;17191;Makan rutin
28/12/2023;20:30;Pengeluaran;Makan Pagi;35775;Makan rutin
28/12/2023;12:15;Pengeluaran;Makan Pagi;31956;Makan rutin
28/12/2023;18:45;Pengeluaran;Rekreasi;118316;Jalan-jalan weekend
29/12/2023;15:45;Pengeluaran;Bensin;77145;Pengisian bensin mingguan
29/12/2023;14:30;Pengeluaran;Makan Siang;40863;Makan rutin
29/12/2023;15:30;Pengeluaran;Makan Pagi;14275;Makan rutin
29/12/2023;19:45;Pengeluaran;Makan Malam;28515;Makan rutin
29/12/2023;15:15;Pengeluaran;Makan Malam;24324;Makan rutin
29/12/2023;08:15;Pengeluaran;Makan Malam;19205;Makan rutin
30/12/2023;06:15;Pengeluaran;Makan Malam;26393;Makan rutin
30/12/2023;19:00;Pengeluaran;Makan Pagi;18831;Makan rutin
30/12/2023;07:00;Pengeluaran;Makan Malam;26857;Makan rutin
30/12/2023;13:15;Pengeluaran;Transportasi Umum;36211;Transportasi alternatif
30/12/2023;14:30;Pengeluaran;Makan Siang;31484;Makan rutin
31/12/2023;16:30;Pengeluaran;Makan Siang;23452;Makan rutin
31/12/2023;16:45;Pengeluaran;Makan Pagi;30346;Makan rutin
31/12/2023;14:00;Pengeluaran;Makan Malam;24487;Makan rutin
31/12/2023;10:45;Pengeluaran;Makan Siang;22234;Makan rutin
31/12/2023;19:00;Pengeluaran;Makan Pagi;23502;Makan rutin
01/01/2024;10:00;Pengeluaran;Transportasi Umum;51510;Transportasi alternatif
01/01/2024;14:45;Pengeluaran;Makan Pagi;18027;Makan rutin
01/01/2024;07:00;Pengeluaran;Bensin;68009;Pengisian bensin mingguan
01/01/2024;14:30;Pengeluaran;Makan Siang;43971;Makan rutin
01/01/2024;12:30;Pengeluaran;Makan Siang;24571;Makan rutin
01/01/2024;06:30;Pengeluaran;Makan Malam;40489;Makan rutin
02/01/2024;16:30;Pengeluaran;Makan Siang;25578;Makan rutin
02/01/2024;08:15;Pengeluaran;Makan Siang;8610;Makan rutin
02/01/2024;18:15;Pengeluaran;Makan Pagi;13239;Makan rutin
02/01/2024;07:30;Pengeluaran;Bensin;53269;Pengisian bensin mingguan
02/01/2024;19:30;Pengeluaran;Bensin;51088;Pengisian bensin mingguan
02/01/2024;15:30;Pengeluaran;Makan Malam;23683;Makan rutin
03/01/2024;11:45;Pengeluaran;Makan Pagi;36915;Makan rutin
03/01/2024;16:15;Pengeluaran;Makan Malam;19027;Makan rutin
03/01/2024;08:30;Pengeluaran;Makan Pagi;22859;Makan rutin
04/01/2024;07:00;Pengeluaran;Makan Pagi;29020;Makan rutin
04/01/2024;17:30;Pengeluaran;Makan Pagi;22426;Makan rutin
04/01/2024;16:00;Pengeluaran;Makan Siang;29580;Makan rutin
04/01/2024;16:45;Pengeluaran;Makan Pagi;33338;Makan rutin
04/01/2024;08:00;Pengeluaran;Bensin;84435;Pengisian bensin mingguan
04/01/2024;16:30;Pengeluaran;Makan Malam;38038;Makan rutin
05/01/2024;18:45;Pengeluaran;Makan Malam;38022;Makan rutin
05/01/2024;17:15;Pengeluaran;Makan Siang;41773;Makan rutin
05/01/2024;12:45;Pengeluaran;Makan Malam;10816;Makan rutin
05/01/2024;18:00;Pengeluaran;Makan Pagi;14321;Makan rutin
05/01/2024;08:15;Pengeluaran;Transportasi Umum;34129;Transportasi alternatif
06/01/2024;12:00;Pengeluaran;Makan Malam;32862;Makan rutin
06/01/2024;16:00;Pengeluaran;Makan Siang;37927;Makan rutin
06/01/2024;06:00;Pengeluaran;Makan Pagi;25941;Makan rutin
07/01/2024;19:00;Pengeluaran;Makan Siang;29274;Makan rutin
07/01/2024;14:15;Pengeluaran;Makan Siang;25836;Makan rutin
07/01/2024;12:00;Pengeluaran;Transportasi Umum;21366;Transportasi alternatif
08/01/2024;12:30;Pengeluaran;Makan Pagi;13669;Makan rutin
08/01/2024;12:15;Pengeluaran;Makan Pagi;11110;Makan rutin
08/01/2024;16:15;Pengeluaran;Makan Malam;13127;Makan rutin
08/01/2024;07:00;Pengeluaran;Makan Siang;32372;Makan rutin
08/01/2024;20:45;Pengeluaran;Makan Siang;13609;Makan rutin
09/01/2024;16:45;Pengeluaran;Makan Siang;43744;Makan rutin
09/01/2024;15:45;Pengeluaran;Makan Siang;23843;Makan rutin
09/01/2024;14:45;Pengeluaran;Makan Pagi;30369;Makan rutin
09/01/2024;15:30;Pengeluaran;Makan Siang;44595;Makan rutin
09/01/2024;07:00;Pengeluaran;Makan Siang;38539;Makan rutin
10/01/2024;13:30;Pengeluaran;Makan Malam;19832;Makan rutin
10/01/2024;08:45;Pengeluaran;Makan Pagi;15003;Makan rutin
10/01/2024;08:30;Pengeluaran;Makan Malam;8256;Makan rutin
11/01/2024;10:15;Pengeluaran;Makan Siang;35336;Makan rutin
11/01/2024;12:45;Pengeluaran;Makan Pagi;17054;Makan rutin
11/01/2024;17:00;Pengeluaran;Makan Siang;33126;Makan rutin
11/01/2024;19:45;Pengeluaran;Makan Pagi;16397;Makan rutin
11/01/2024;11:00;Pengeluaran;Makan Malam;32771;Makan rutin
11/01/2024;17:00;Pengeluaran;Makan Pagi;19171;Makan rutin
12/01/2024;08:15;Pengeluaran;Makan Pagi;8914;Makan rutin
12/01/2024;14:30;Pengeluaran;Makan Siang;29804;Makan rutin
12/01/2024;15:30;Pengeluaran;Makan Pagi;8984;Makan rutin
13/01/2024;16:00;Pengeluaran;Makan Malam;32900;Makan rutin
13/01/2024;18:30;Pengeluaran;Makan Siang;37537;Makan rutin
13/01/2024;14:15;Pengeluaran;Makan Pagi;17129;Makan rutin
13/01/2024;15:15;Pengeluaran;Makan Siang;38375;Makan rutin
14/01/2024;16:30;Pengeluaran;Makan Malam;30017;Makan rutin
